"","Precinct","First","Second","Third","Ward"
"29355","P-03","DON SAMUELS","MARK ANDREW","ALICIA K. BENNETT","W-4"
"29356","P-05","MARK ANDREW","DON SAMUELS","MIKE GOULD","W-8"
"29357","P-07","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-9"
"29358","P-02D","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"29359","P-07","MARK ANDREW","undervote","undervote","W-11"
"29360","P-09","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"29361","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-12"
"29362","P-05A","MARK ANDREW","DON SAMUELS","undervote","W-10"
"29363","P-02","JACKIE CHERRYHOMES","undervote","undervote","W-2"
"29364","P-06","DAN COHEN","BETSY HODGES","DOUG MANN","W-7"
"29365","P-05","DON SAMUELS","ABDUL M RAHAMAN ""THE ROCK""","JAYMIE KELLY","W-4"
"29366","P-08","BETSY HODGES","MARK V ANDERSON","JACKIE CHERRYHOMES","W-8"
"29367","P-01","BETSY HODGES","DON SAMUELS","undervote","W-11"
"29368","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"29369","P-08","DAN COHEN","CAM WINTON","undervote","W-8"
"29370","P-02","DAN COHEN","DON SAMUELS","GREGG A. IVERSON","W-1"
"29371","P-04","BETSY HODGES","DON SAMUELS","BOB FINE","W-9"
"29372","P-07","MARK ANDREW","DON SAMUELS","BOB FINE","W-11"
"29373","P-05","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"29374","P-05","CAM WINTON","MARK ANDREW","DAN COHEN","W-7"
"29375","P-05","DOUG MANN","STEPHANIE WOODRUFF","MARK ANDREW","W-12"
"29376","P-08","BETSY HODGES","MARK V ANDERSON","undervote","W-3"
"29377","P-02","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-8"
"29378","P-06","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-12"
"29379","P-05","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-2"
"29380","P-05","MARK ANDREW","DAN COHEN","BETSY HODGES","W-3"
"29381","P-07","MARK ANDREW","CAM WINTON","BETSY HODGES","W-1"
"29382","P-02","JACKIE CHERRYHOMES","DON SAMUELS","BETSY HODGES","W-1"
"29383","P-03","MARK ANDREW","DAN COHEN","CAPTAIN JACK SPARROW","W-1"
"29384","P-06","CAM WINTON","undervote","undervote","W-13"
"29385","P-03","BETSY HODGES","JEFFREY ALAN WAGNER","MARK ANDREW","W-13"
"29386","P-04","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-5"
"29387","P-06","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"29388","P-04D","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-7"
"29389","P-04","CAM WINTON","CAM WINTON","CAM WINTON","W-13"
"29390","P-06","DAN COHEN","BOB FINE","BETSY HODGES","W-11"
"29391","P-05","MARK ANDREW","undervote","undervote","W-6"
"29392","P-02","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-12"
"29393","P-01","BETSY HODGES","JAYMIE KELLY","STEPHANIE WOODRUFF","W-1"
"29394","P-08","JAMES EVERETT","BETSY HODGES","DON SAMUELS","W-8"
"29395","P-09","MARK ANDREW","BETSY HODGES","CAPTAIN JACK SPARROW","W-1"
"29396","P-08","undervote","undervote","undervote","W-5"
"29397","P-08","DON SAMUELS","BETSY HODGES","MARK V ANDERSON","W-7"
"29398","P-06","BETSY HODGES","DON SAMUELS","undervote","W-4"
"29399","P-06","BETSY HODGES","undervote","undervote","W-13"
"29400","P-03A","DON SAMUELS","DON SAMUELS","DON SAMUELS","W-10"
"29401","P-04","MARK ANDREW","undervote","undervote","W-9"
"29402","P-01","JACKIE CHERRYHOMES","CHRISTOPHER ROBIN ZIMMERMAN","CYD GORMAN","W-6"
"29403","P-04","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"29404","P-07","JAMES EVERETT","DOUG MANN","TONY LANE","W-8"
"29405","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-1"
"29406","P-01","BETSY HODGES","MARK ANDREW","undervote","W-11"
"29407","P-02","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"29408","P-02D","STEPHANIE WOODRUFF","BILL KAHN","BILL KAHN","W-7"
"29409","P-08","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-2"
"29410","P-08","MARK ANDREW","CAPTAIN JACK SPARROW","GREGG A. IVERSON","W-4"
"29411","P-07","BETSY HODGES","DON SAMUELS","undervote","W-6"
"29412","P-07","OLE SAVIOR","MARK V ANDERSON","MARK V ANDERSON","W-11"
"29413","P-04","DON SAMUELS","MARK ANDREW","BOB FINE","W-4"
"29414","P-07","BETSY HODGES","DAN COHEN","DON SAMUELS","W-10"
"29415","P-07","DAN COHEN","DON SAMUELS","undervote","W-8"
"29416","P-01","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"29417","P-08","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-5"
"29418","P-01","JACKIE CHERRYHOMES","CAM WINTON","DON SAMUELS","W-2"
"29419","P-03","CAM WINTON","DAN COHEN","STEPHANIE WOODRUFF","W-11"
"29420","P-05","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-12"
"29421","P-04","CAM WINTON","undervote","undervote","W-1"
"29422","P-09","BETSY HODGES","BETSY HODGES","BETSY HODGES","W-1"
"29423","P-01C","CAM WINTON","MARK ANDREW","DON SAMUELS","W-7"
"29424","P-01C","MARK ANDREW","JACKIE CHERRYHOMES","CAM WINTON","W-7"
"29425","P-01","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"29426","P-06","BETSY HODGES","DON SAMUELS","DAN COHEN","W-7"
"29427","P-07","BETSY HODGES","JACKIE CHERRYHOMES","CAM WINTON","W-7"
"29428","P-02","MARK ANDREW","CAM WINTON","UWI","W-1"
"29429","P-01","BETSY HODGES","DON SAMUELS","UWI","W-9"
"29430","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"29431","P-07","CAM WINTON","DON SAMUELS","DAN COHEN","W-4"
"29432","P-04","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"29433","P-09","CAM WINTON","BETSY HODGES","BOB FINE","W-7"
"29434","P-6C","undervote","undervote","undervote","W-5"
"29435","P-06","MARK ANDREW","MERRILL ANDERSON","JAMES ""JIMMY"" L. STROUD, JR.","W-13"
"29436","P-01","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-12"
"29437","P-06","MARK ANDREW","CAM WINTON","DON SAMUELS","W-11"
"29438","P-08","BETSY HODGES","BOB FINE","MARK ANDREW","W-10"
"29439","P-05","MARK ANDREW","BETSY HODGES","CAM WINTON","W-7"
"29440","P-02","OLE SAVIOR","OLE SAVIOR","OLE SAVIOR","W-1"
"29441","P-09","BETSY HODGES","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","W-13"
"29442","P-07","JEFFREY ALAN WAGNER","BETSY HODGES","ALICIA K. BENNETT","W-5"
"29443","P-08","DAN COHEN","CAM WINTON","undervote","W-13"
"29444","P-09","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"29445","P-07","MARK ANDREW","BETSY HODGES","MIKE GOULD","W-11"
"29446","P-05","BETSY HODGES","MARK V ANDERSON","JACKIE CHERRYHOMES","W-2"
"29447","P-07","JACKIE CHERRYHOMES","JACKIE CHERRYHOMES","undervote","W-9"
"29448","P-04","MARK ANDREW","BETSY HODGES","undervote","W-11"
"29449","P-03","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-12"
"29450","P-07","STEPHANIE WOODRUFF","MARK ANDREW","BETSY HODGES","W-6"
"29451","P-07","BETSY HODGES","undervote","undervote","W-10"
"29452","P-06","JACKIE CHERRYHOMES","ALICIA K. BENNETT","undervote","W-1"
"29453","P-03","MARK ANDREW","undervote","undervote","W-6"
"29454","P-06","STEPHANIE WOODRUFF","DAN COHEN","MARK ANDREW","W-7"
"29455","P-05","DON SAMUELS","UWI","undervote","W-12"
"29456","P-02","MARK V ANDERSON","undervote","undervote","W-6"
"29457","P-05A","CAM WINTON","DAN COHEN","DON SAMUELS","W-10"
"29458","P-01","BETSY HODGES","MARK ANDREW","BILL KAHN","W-12"
"29459","P-09","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-1"
"29460","P-05","MARK ANDREW","DON SAMUELS","BOB FINE","W-3"
"29461","P-01","MARK ANDREW","undervote","undervote","W-12"
"29462","P-03","MARK ANDREW","BETSY HODGES","BOB FINE","W-13"
"29463","P-03","CAM WINTON","DON SAMUELS","DAN COHEN","W-7"
"29464","P-06","CAM WINTON","JEFFREY ALAN WAGNER","BETSY HODGES","W-1"
"29465","P-03","MARK ANDREW","undervote","undervote","W-6"
"29466","P-01","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-5"
"29467","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-10"
"29468","P-02","STEPHANIE WOODRUFF","JOHN LESLIE HARTWIG","ALICIA K. BENNETT","W-6"
"29469","P-01","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-2"
"29470","P-03","JACKIE CHERRYHOMES","MARK ANDREW","MIKE GOULD","W-11"
"29471","P-02","JOHN LESLIE HARTWIG","JEFFREY ALAN WAGNER","undervote","W-5"
"29472","P-06","BETSY HODGES","MARK ANDREW","BILL KAHN","W-11"
"29473","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-4"
"29474","P-04","CAM WINTON","DON SAMUELS","undervote","W-13"
"29475","P-03","BETSY HODGES","JACKIE CHERRYHOMES","JEFFREY ALAN WAGNER","W-11"
"29476","P-05","JACKIE CHERRYHOMES","MARK ANDREW","BOB FINE","W-5"
"29477","P-08","DON SAMUELS","DON SAMUELS","BETSY HODGES","W-5"
"29478","P-10","BETSY HODGES","DON SAMUELS","CAM WINTON","W-11"
"29479","P-03","MARK ANDREW","MARK ANDREW","MARK ANDREW","W-6"
"29480","P-03","GREGG A. IVERSON","JACKIE CHERRYHOMES","JOSHUA REA","W-5"
"29481","P-01","BOB FINE","CAM WINTON","undervote","W-13"
"29482","P-01","CAM WINTON","DAN COHEN","OLE SAVIOR","W-4"
"29483","P-06","ALICIA K. BENNETT","MARK ANDREW","TROY BENJEGERDES","W-8"
"29484","P-05A","CHRISTOPHER CLARK","OLE SAVIOR","NEAL BAXTER","W-10"
"29485","P-06","ALICIA K. BENNETT","MIKE GOULD","undervote","W-9"
"29486","P-02","DOUG MANN","BETSY HODGES","JAYMIE KELLY","W-9"
"29487","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"29488","P-07","BETSY HODGES","MARK ANDREW","BOB FINE","W-13"
"29489","P-02","BETSY HODGES","MARK V ANDERSON","BOB FINE","W-13"
"29490","P-06","CAM WINTON","BETSY HODGES","undervote","W-4"
"29491","P-07","MARK ANDREW","undervote","undervote","W-9"
"29492","P-02","CAM WINTON","BETSY HODGES","DAN COHEN","W-13"
"29493","P-01","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-9"
"29494","P-03","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"29495","P-06","BETSY HODGES","JOSHUA REA","DOUG MANN","W-1"
"29496","P-01","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-12"
"29497","P-03","MARK ANDREW","undervote","undervote","W-6"
"29498","P-05","CAPTAIN JACK SPARROW","JAYMIE KELLY","EDMUND BERNARD BRUYERE","W-6"
"29499","P-04","MARK ANDREW","STEPHANIE WOODRUFF","JACKIE CHERRYHOMES","W-1"
"29500","P-02","CAPTAIN JACK SPARROW","TONY LANE","BETSY HODGES","W-8"
"29501","P-03","BETSY HODGES","JACKIE CHERRYHOMES","BOB FINE","W-13"
"29502","P-01","DON SAMUELS","BOB FINE","BETSY HODGES","W-10"
"29503","P-02","DON SAMUELS","BOB FINE","MARK ANDREW","W-12"
"29504","P-01","BETSY HODGES","MARK ANDREW","CAM WINTON","W-11"
"29505","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"29506","P-07","MARK ANDREW","DON SAMUELS","BOB FINE","W-6"
"29507","P-10","BETSY HODGES","CAM WINTON","MARK ANDREW","W-11"
"29508","P-01","MARK ANDREW","DAN COHEN","BETSY HODGES","W-4"
"29509","P-05","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"29510","P-06","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-8"
"29511","P-06","DON SAMUELS","BETSY HODGES","BOB FINE","W-12"
"29512","P-03","MARK ANDREW","JACKIE CHERRYHOMES","NEAL BAXTER","W-1"
"29513","P-06","DON SAMUELS","CAM WINTON","MARK ANDREW","W-9"
"29514","P-04","MARK ANDREW","TONY LANE","BETSY HODGES","W-13"
"29515","P-03","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"29516","P-02","BETSY HODGES","DON SAMUELS","BOB FINE","W-9"
"29517","P-04","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-12"
"29518","P-05","MARK ANDREW","DON SAMUELS","CAM WINTON","W-13"
"29519","P-04","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"29520","P-08","MARK V ANDERSON","undervote","undervote","W-12"
"29521","P-03","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"29522","P-08","BETSY HODGES","DON SAMUELS","CAM WINTON","W-4"
"29523","P-07","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-8"
"29524","P-05","MARK ANDREW","JOHN LESLIE HARTWIG","ABDUL M RAHAMAN ""THE ROCK""","W-5"
"29525","P-02","BOB FINE","DAN COHEN","MARK ANDREW","W-4"
"29526","P-10","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-11"
"29527","P-08","DON SAMUELS","undervote","undervote","W-5"
"29528","P-07","BETSY HODGES","BOB FINE","CAM WINTON","W-7"
"29529","P-02","JACKIE CHERRYHOMES","MIKE GOULD","BOB FINE","W-3"
"29530","P-03","CAM WINTON","MARK ANDREW","undervote","W-1"
"29531","P-07","MARK ANDREW","undervote","undervote","W-4"
"29532","P-02","MARK ANDREW","undervote","undervote","W-6"
"29533","P-03A","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-10"
"29534","P-05","MARK ANDREW","ALICIA K. BENNETT","JOSHUA REA","W-4"
"29535","P-09","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-1"
"29536","P-07","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-8"
"29537","P-05","BETSY HODGES","MARK ANDREW","BOB FINE","W-11"
"29538","P-05","CHRISTOPHER CLARK","CHRISTOPHER ROBIN ZIMMERMAN","CAM WINTON","W-1"
"29539","P-05","MARK ANDREW","DON SAMUELS","BOB FINE","W-11"
"29540","P-06","MARK ANDREW","STEPHANIE WOODRUFF","BOB FINE","W-12"
"29541","P-08","MARK ANDREW","DOUG MANN","BETSY HODGES","W-12"
"29542","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"29543","P-03","BETSY HODGES","DON SAMUELS","CAM WINTON","W-3"
"29544","P-01","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-3"
"29545","P-06","BOB FINE","CAM WINTON","MARK ANDREW","W-13"
"29546","P-08","DON SAMUELS","BETSY HODGES","undervote","W-8"
"29547","P-07","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-7"
"29548","P-02","CAM WINTON","undervote","undervote","W-13"
"29549","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-7"
"29550","P-07","BETSY HODGES","DON SAMUELS","BOB FINE","W-8"
"29551","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"29552","P-07","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"29553","P-02","MARK ANDREW","JACKIE CHERRYHOMES","BOB FINE","W-1"
"29554","P-08","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-8"
"29555","P-05","CAM WINTON","DON SAMUELS","DAN COHEN","W-13"
"29556","P-08","MARK ANDREW","DOUG MANN","CAM WINTON","W-12"
"29557","P-06","MARK ANDREW","CAM WINTON","BETSY HODGES","W-3"
"29558","P-06","JAMES EVERETT","DOUG MANN","JAMES EVERETT","W-8"
"29559","P-02","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-6"
"29560","P-08","UWI","CAM WINTON","OLE SAVIOR","W-12"
"29561","P-02D","MARK ANDREW","BETSY HODGES","BOB FINE","W-7"
"29562","P-06","MARK ANDREW","DON SAMUELS","BOB FINE","W-8"
"29563","P-03","MARK ANDREW","undervote","undervote","W-6"
"29564","P-01","STEPHANIE WOODRUFF","BETSY HODGES","GREGG A. IVERSON","W-2"
"29565","P-05","MARK ANDREW","CAPTAIN JACK SPARROW","ABDUL M RAHAMAN ""THE ROCK""","W-12"
"29566","P-02","MARK ANDREW","undervote","undervote","W-10"
"29567","P-04","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"29568","P-05","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"29569","P-01","JACKIE CHERRYHOMES","DON SAMUELS","JAMES EVERETT","W-13"
"29570","P-06","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"29571","P-02","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-8"
"29572","P-03","MARK ANDREW","undervote","undervote","W-6"
"29573","P-04D","OLE SAVIOR","OLE SAVIOR","OLE SAVIOR","W-7"
"29574","P-07","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-10"
"29575","P-03A","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"29576","P-08","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-7"
"29577","P-06","CHRISTOPHER ROBIN ZIMMERMAN","JAMES EVERETT","MARK V ANDERSON","W-3"
"29578","P-08","MARK ANDREW","undervote","undervote","W-9"
"29579","P-03","BETSY HODGES","DAN COHEN","MARK ANDREW","W-13"
"29580","P-03","MARK ANDREW","undervote","undervote","W-6"
"29581","P-05","BETSY HODGES","CAM WINTON","DON SAMUELS","W-11"
"29582","P-01","DON SAMUELS","BETSY HODGES","undervote","W-11"
"29583","P-08","BETSY HODGES","undervote","undervote","W-3"
"29584","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"29585","P-04","MARK ANDREW","undervote","undervote","W-10"
"29586","P-08","BETSY HODGES","MARK ANDREW","BOB FINE","W-7"
"29587","P-02","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-4"
"29588","P-05","DAN COHEN","BETSY HODGES","JAMES EVERETT","W-6"
"29589","P-07","MARK ANDREW","undervote","undervote","W-3"
"29590","P-07","CAM WINTON","BOB FINE","MARK ANDREW","W-7"
"29591","P-05","MARK ANDREW","BOB FINE","MIKE GOULD","W-12"
"29592","P-01","DAN COHEN","DAN COHEN","DAN COHEN","W-5"
"29593","P-08","JACKIE CHERRYHOMES","BETSY HODGES","DON SAMUELS","W-12"
"29594","P-08","CAM WINTON","DAN COHEN","MARK ANDREW","W-1"
"29595","P-01","MARK ANDREW","DON SAMUELS","undervote","W-10"
"29596","P-05","OLE SAVIOR","CAM WINTON","DON SAMUELS","W-1"
"29597","P-02","MARK ANDREW","undervote","undervote","W-6"
"29598","P-04","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-11"
"29599","P-05","MARK ANDREW","undervote","undervote","W-6"
"29600","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-1"
"29601","P-04","UWI","STEPHANIE WOODRUFF","DON SAMUELS","W-1"
"29602","P-09","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-12"
"29603","P-03","DON SAMUELS","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"29604","P-02","CAM WINTON","MARK ANDREW","DON SAMUELS","W-11"
"29605","P-09","BOB FINE","MARK ANDREW","JEFFREY ALAN WAGNER","W-6"
"29606","P-07","MARK ANDREW","DON SAMUELS","BOB FINE","W-13"
"29607","P-09","BETSY HODGES","MIKE GOULD","CAM WINTON","W-7"
"29608","P-01","BETSY HODGES","BETSY HODGES","BETSY HODGES","W-5"
"29609","P-02","MARK ANDREW","BETSY HODGES","undervote","W-2"
"29610","P-01","JOSHUA REA","JOSHUA REA","JOSHUA REA","W-6"
"29611","P-02","MARK ANDREW","BETSY HODGES","undervote","W-3"
"29612","P-09","BETSY HODGES","DON SAMUELS","BOB FINE","W-13"
"29613","P-06","MARK ANDREW","DON SAMUELS","DAN COHEN","W-8"
"29614","P-01","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-9"
"29615","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"29616","P-02","JACKIE CHERRYHOMES","MARK ANDREW","undervote","W-13"
"29617","P-04D","CAM WINTON","undervote","undervote","W-7"
"29618","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"29619","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-6"
"29620","P-07","CHRISTOPHER ROBIN ZIMMERMAN","CHRISTOPHER CLARK","OLE SAVIOR","W-9"
"29621","P-09","KURTIS W. HANNA","BETSY HODGES","DON SAMUELS","W-1"
"29622","P-05","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-11"
"29623","P-09","DON SAMUELS","undervote","undervote","W-12"
"29624","P-02","BETSY HODGES","DON SAMUELS","undervote","W-9"
"29625","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-11"
"29626","P-09","CAM WINTON","DON SAMUELS","MARK ANDREW","W-7"
"29627","P-04","MARK ANDREW","STEPHANIE WOODRUFF","BETSY HODGES","W-3"
"29628","P-03","CAM WINTON","BETSY HODGES","BOB FINE","W-13"
"29629","P-06","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-12"
"29630","P-04","DOUG MANN","undervote","undervote","W-9"
"29631","P-01","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"29632","P-03A","BOB FINE","BETSY HODGES","DON SAMUELS","W-10"
"29633","P-05","DON SAMUELS","BETSY HODGES","ALICIA K. BENNETT","W-3"
"29634","P-04","MARK ANDREW","JACKIE CHERRYHOMES","CAPTAIN JACK SPARROW","W-3"
"29635","P-08","MARK ANDREW","BETSY HODGES","BOB FINE","W-11"
"29636","P-05","STEPHANIE WOODRUFF","BETSY HODGES","DOUG MANN","W-1"
"29637","P-03","MARK ANDREW","BETSY HODGES","undervote","W-7"
"29638","P-06","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-9"
"29639","P-08","DON SAMUELS","CAM WINTON","DAN COHEN","W-4"
"29640","P-08","BETSY HODGES","DON SAMUELS","undervote","W-8"
"29641","P-04D","BETSY HODGES","STEPHANIE WOODRUFF","BOB FINE","W-7"
"29642","P-05","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-12"
"29643","P-07","BETSY HODGES","undervote","undervote","W-6"
"29644","P-05","MARK ANDREW","BETSY HODGES","MARK V ANDERSON","W-12"
"29645","P-06","JACKIE CHERRYHOMES","BETSY HODGES","STEPHANIE WOODRUFF","W-9"
"29646","P-08","DON SAMUELS","JACKIE CHERRYHOMES","undervote","W-2"
"29647","P-04","BETSY HODGES","DON SAMUELS","CAM WINTON","W-3"
"29648","P-02","MARK ANDREW","JAMES EVERETT","DAN COHEN","W-12"
"29649","P-07","JACKIE CHERRYHOMES","MARK ANDREW","DON SAMUELS","W-6"
"29650","P-03","MARK ANDREW","ABDUL M RAHAMAN ""THE ROCK""","BETSY HODGES","W-9"
"29651","P-08","DON SAMUELS","CAM WINTON","BETSY HODGES","W-10"
"29652","P-05","MARK V ANDERSON","BETSY HODGES","JACKIE CHERRYHOMES","W-8"
"29653","P-07","CAM WINTON","BOB FINE","undervote","W-6"
"29654","P-03","MARK ANDREW","BOB FINE","STEPHANIE WOODRUFF","W-13"
"29655","P-08","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-3"
"29656","P-08","MARK ANDREW","NEAL BAXTER","undervote","W-10"
"29657","P-05A","BOB FINE","BETSY HODGES","STEPHANIE WOODRUFF","W-10"
"29658","P-01","BOB FINE","BETSY HODGES","STEPHANIE WOODRUFF","W-12"
"29659","P-09","BETSY HODGES","JACKIE CHERRYHOMES","CAM WINTON","W-1"
"29660","P-06","MARK ANDREW","DOUG MANN","TROY BENJEGERDES","W-13"
"29661","P-05","BETSY HODGES","DON SAMUELS","undervote","W-7"
"29662","P-04","OLE SAVIOR","OLE SAVIOR","OLE SAVIOR","W-4"
"29663","P-07","BETSY HODGES","DON SAMUELS","DOUG MANN","W-4"
"29664","P-09","BETSY HODGES","CAM WINTON","DOUG MANN","W-7"
"29665","P-08","BETSY HODGES","MARK V ANDERSON","MARK ANDREW","W-1"
"29666","P-04D","undervote","undervote","undervote","W-7"
"29667","P-10","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-11"
"29668","P-05","JACKIE CHERRYHOMES","JACKIE CHERRYHOMES","JACKIE CHERRYHOMES","W-4"
"29669","P-08","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-1"
"29670","P-08","JAMES EVERETT","MERRILL ANDERSON","DAN COHEN","W-5"
"29671","P-08","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-11"
"29672","P-09","BETSY HODGES","DON SAMUELS","ALICIA K. BENNETT","W-12"
"29673","P-05","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-3"
"29674","P-06","JAMES EVERETT","DOUG MANN","MARK ANDREW","W-8"
"29675","P-05","BETSY HODGES","BOB FINE","DON SAMUELS","W-11"
"29676","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"29677","P-10","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"29678","P-03","MARK ANDREW","CAM WINTON","DON SAMUELS","W-7"
"29679","P-08","BETSY HODGES","MARK ANDREW","undervote","W-2"
"29680","P-07","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-9"
"29681","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"29682","P-06","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"29683","P-04","BETSY HODGES","DON SAMUELS","undervote","W-1"
"29684","P-07","DAN COHEN","CYD GORMAN","DON SAMUELS","W-3"
"29685","P-05","MARK ANDREW","BETSY HODGES","BOB FINE","W-11"
"29686","P-05","BETSY HODGES","DON SAMUELS","undervote","W-13"
"29687","P-04","MARK ANDREW","undervote","undervote","W-10"
"29688","P-04","DON SAMUELS","BETSY HODGES","CAM WINTON","W-13"
"29689","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-11"
"29690","P-09","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-10"
"29691","P-06","CAM WINTON","DOUG MANN","MARK ANDREW","W-12"
"29692","P-09","DON SAMUELS","BOB FINE","JACKIE CHERRYHOMES","W-2"
